adWord,appShow,approve,businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,skillLables,stationname,subwayline,thirdType,workYear
0,0,1,坂田,深圳,深圳开思时代科技有限公司,67197,"节日礼物,年底双薪,股票期权,扁平管理",i/image2/M01/80/77/CgoB5lt-As2AEvhgAABLLhD2bGU967.jpg,开思时代,500-2000人,2018-12-22 10:47:39,0,龙岗区,本科,,B轮,开发|测试|运维类,2018-12-22,,,today,"移动互联网,电子商务","大数据,电商,数据挖掘",0,全职,1545809704000,22.630102,5号线/环中线_五和;5号线/环中线_坂田;5号线/环中线_杨美,114.066793,0,,"年度双薪,行业龙头",5091065,"大数据,电商,数据挖掘",数据分析师,,1695720,2,28,10k-20k,0,数据开发,数据挖掘,杨美,5号线/环中线,数据分析,3-5年
0,0,1,"车公庙,上沙,香蜜湖",深圳,华泰期货有限公司,401557,"带薪年假,定期体检",i/image2/M01/71/32/CgoB5ltZOqGAQHstAACDQKibGzI220.png,华泰期货,500-2000人,2018-12-20 16:17:45,0,福田区,硕士,,不需要融资,开发|测试|运维类,2018-12-20,,,today,金融,金融,0,全职,1545788253000,22.535769,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙,114.029564,0,,"金融科技,精英团队,假期福利",5067015,金融,数据分析师,,11020726,0,29,20k-40k,0,数据开发,,农林,7号线,数据分析,1-3年
0,0,1,"笋岗,蔡屋围",深圳,深圳前海联动云汽车租赁有限公司,146817,"O2O,带薪年假,交通补助,午餐补助",i/image/M00/75/44/CgqKkVgzorKALk3PAAAMc5IZxVc719.jpg,前海联动云,2000人以上,2018-12-17 11:14:49,0,罗湖区,本科,,不需要融资,产品|需求|项目类,2018-12-17,,,overSevenDays,"O2O,生活服务",汽车,0,全职,1544064380000,22.557567,3号线/龙岗线_通新岭;3号线/龙岗线_红岭;7号线_红岭北;7号线_笋岗;9号线_泥岗;9号线_红岭北;9号线_园岭;9号线_红岭,114.107071,0,,共享汽车 风口行业 食堂 健身房,5298474,汽车,数据分析师,,8313685,0,0,7k-14k,0,数据分析,,红岭北,7号线,数据分析,1-3年
0,0,1,"南油,后海",深圳,北京字节跳动科技有限公司,62,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",i/image2/M01/79/0A/CgoB5ltr2A-AM5SFAADbT9jQCn841.jpeg,字节跳动,2000人以上,2018-12-25 23:06:43,0,南山区,本科,,C轮,开发|测试|运维类,1天前发布,,,today,"移动互联网,数据服务",,1,全职,1545809090000,22.511996,2号线/蛇口线_登良;11号线/机场线_南山,113.925762,0,,弹性工作，免费三餐，租房补贴，休闲下午茶,5453765,数据挖掘,数据分析实习生（可转正）,,9798036,0,0,5k-10k,0,数据开发,数据挖掘,登良,2号线/蛇口线,其他数据开发,应届毕业生
0,0,1,,深圳,深圳第一卫科技有限公司,381283,"六险一金,13-16薪,绩效奖金,节日礼物",i/image2/M01/B2/85/CgoB5lwBIHaAG2szAACsJt7LEck368.jpg,第一卫,500-2000人,2018-12-17 11:50:50,0,龙华新区,大专,,未融资,产品|需求|项目类,2018-12-17,,,threeDays,电子商务,"电商,大数据",0,全职,1545703303000,22.679499,,113.993764,0,,绩效奖金 发展空间 包住/房补 健身房,5359531,"电商,大数据",数据分析师,,4810116,2,100,6k-10k,0,数据分析,,,,数据分析,3-5年
0,0,1,"南油,海王大厦,后海",深圳,深圳市优阅达数据科技有限公司,53276,"技能培训,节日礼物,年底双薪,带薪年假",image1/M00/1D/24/CgYXBlUpMseARbqhAABYXZneQV4028.png,优阅达,15-50人,2018-12-24 14:28:47,0,南山区,本科,,不需要融资,开发|测试|运维类,2天前发布,,,today,"企业服务,数据服务","大数据,数据挖掘",0,全职,1545804640000,22.516651,2号线/蛇口线_登良;11号线/机场线_南山,113.927032,0,,"不打卡,专业培训,周末双休,五险一金",4663052,"大数据,数据挖掘",数据分析（初级）,,10954367,0,0,4k-8k,0,数据开发,数据挖掘,登良,2号线/蛇口线,数据分析,1年以下
0,0,1,"深圳湾,南油,后海",深圳,深圳市小赢科技有限责任公司,24587,"五险一金,两餐补助,超低息员工贷,年底奖金",i/image2/M01/B1/68/CgoB5lv-WkSAH5NIAAAHsuZjfIw784.png,小赢科技,500-2000人,2018-12-20 10:10:38,0,南山区,本科,,上市公司,开发|测试|运维类,2018-12-20,,,today,金融,,0,全职,1545803636000,22.519131,2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.941779,0,,"绩效奖金,弹性工作,五险一金",5243170,,数据分析师,,292652,1,67,20k-35k,0,数据开发,,登良,2号线/蛇口线,数据分析,5-10年
0,0,1,"振华路,上步,华强北",深圳,歧黄商业管理咨询有限公司,415481,,i/image2/M01/66/80/CgoB5ltC6C-ADmbuAAETgoGhTIQ079.png,歧黄商业管理咨询有限公司,少于15人,2018-12-17 09:57:47,0,福田区,本科,,不需要融资,开发|测试|运维类,2018-12-17,,,overSevenDays,"企业服务,数据服务",大数据,1,全职,1545011859000,22.542374,2号线/蛇口线_岗厦北;2号线/蛇口线_华强北;2号线/蛇口线_燕南;1号线/罗宝线_科学馆;1号线/罗宝线_华强路;3号线/龙岗线_华新;7号线_赤尾;7号线_华强南;7号线_华强北;7号线_华新,114.082005,0,,创始元老,5049709,大数据,数据分析,,11212764,0,0,6k-12k,0,数据开发,,华强北,2号线/蛇口线,数据分析,应届毕业生
0,0,1,坂田,深圳,深圳市宏博伟智科技有限公司,129585,"绩效奖金,年终分红,带薪年假,提供住宿",i/image/M00/2B/A8/CgqKkVc1iEiAH-77AABR92vM7Mw383.png,宏博伟智,50-150人,2018-12-24 11:16:53,0,龙岗区,本科,,不需要融资,开发|测试|运维类,2天前发布,,,today,电子商务,,0,全职,1545786075000,22.628562,5号线/环中线_坂田;5号线/环中线_杨美,114.081583,0,,"发展空间大,福利待遇优,学习机会多",5289050,"数据挖掘,MySQL",数据分析经理,,5072887,0,0,15k-20k,0,数据开发,"数据挖掘,MySQL",杨美,5号线/环中线,数据分析,3-5年
0,0,1,"南油,蛇口,前海",深圳,深圳市丰巢科技有限公司,26088,"五险一金,通讯津贴,交通补助,带薪年假",image1/M00/40/38/CgYXBlXC_HmALwgOAAAdmGKkGUI260.jpg,深圳市丰巢科技有限公司,500-2000人,2018-12-17 14:43:50,0,南山区,本科,,A轮,产品|需求|项目类,2018-12-17,,,today,"移动互联网,O2O","电商,物流,SPSS",0,全职,1545804938000,22.509455,,113.919418,0,,数据分析,4306251,"电商,物流,SPSS",高级数据分析师,,6898478,1,4,25k-40k,0,数据分析,SPSS,,,数据分析,3-5年
0,0,1,"水贝,翠竹,洪湖",深圳,邓韩贝信息技术咨询（上海）有限公司,479915,,i/image2/M01/AF/34/CgotOVv3nE2ACxZCAABeVRgc4VA822.jpg,dunnhumby 邓韩贝,50-150人,2018-12-26 10:15:26,0,罗湖区,本科,,不需要融资,产品|需求|项目类,10:15发布,,,today,"数据服务,其他",大数据,0,全职,1545790490000,22.571168,3号线/龙岗线_田贝;3号线/龙岗线_水贝;5号线/环中线_太安;7号线_洪湖;7号线_田贝;7号线_太安,114.125058,0,,20天带薪年假，高端医疗保险，扁平化管理,5425301,大数据,(高级)数据分析师,,12077004,0,0,15k-20k,0,数据分析,,洪湖,7号线,数据分析,3-5年
0,0,1,,深圳,深圳微众税银信息服务有限公司,321001,"年底双薪,午餐补助,年终分红,绩效奖金",i/image3/M00/3A/04/Cgq2xlqrmUuAceylAAEqBwqwwcw567.jpg,微众税银,150-500人,2018-12-21 13:41:53,0,南山区,硕士,,C轮,产品|需求|项目类,2018-12-21,,,today,"金融,数据服务","金融,可视化",0,全职,1545786920000,22.545767,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.940875,0,,"发展空间,公司福利好",5445117,"金融,可视化",高级数据分析师,,2155375,1,100,20k-30k,0,数据分析,可视化,深大,1号线/罗宝线,数据分析,5-10年
0,0,1,"西乡,桃源居",深圳,深圳市爱宝惟生物科技有限公司,49534,"技能培训,绩效奖金,年度旅游,管理规范",image1/M00/00/81/CgYXBlTUXdeAaBWVAABBQtSf5WA612.jpg,爱宝惟生物科技,15-50人,2018-12-11 14:55:43,0,宝安区,本科,,A轮,开发|测试|运维类,2018-12-11,,,sevenDays,"移动互联网,医疗健康","大数据,移动互联网,数据挖掘,数据处理",0,全职,1545491156000,22.59503,,113.87394,0,,"周末双休
朝九晚六
五险一金
年度旅游",5367701,"大数据,移动互联网,数据挖掘,数据处理",大数据分析师,,8053755,0,0,15k-25k,0,数据开发,"数据挖掘,数据处理",,,数据分析,1-3年
0,0,1,"龙华,美丽365花园",深圳,富泰华工业（深圳）有限公司,15647,"年底双薪,带薪年假,全新的平台,绩效奖金",image1/M00/00/1D/Cgo8PFTUWGSAdKQxAABLGb7pJRs364.jpg,富士康科技集团,2000人以上,2018-12-26 08:13:17,0,宝安区,硕士,,上市公司,开发|测试|运维类,08:13发布,,,today,"电子商务 ,数据服务","大数据,云计算",0,全职,1545809556000,22.648808,,114.051609,0,,五险一金 年底双薪 加班补贴 大平台,5315347,"大数据,云计算",数据分析算法经理/工程师,,11986108,3,11,18k-35k,0,数据开发,,,,数据分析,3-5年
0,0,1,"科技园,深圳湾",深圳,岩心科技（深圳）有限公司,107664,"美女如云,股票期权,高速发展,扁平管理",i/image/M00/73/04/Cgp3O1gteKCAMVdbAAApNp8Trz8758.png,AKULAKU,500-2000人,2018-12-25 11:40:40,0,南山区,本科,,C轮,产品|需求|项目类,1天前发布,,,today,"移动互联网,金融","电商,大数据,BI",0,全职,1545804618000,22.528936,2号线/蛇口线_后海;2号线/蛇口线_科苑;1号线/罗宝线_深大;11号线/机场线_后海,113.944721,0,,"项目前景好,成长空间大,团队牛人多,期权激励",3233747,"电商,大数据,BI",数据分析师,,3270902,1,76,10k-20k,0,数据分析,BI,深大,2号线/蛇口线,数据分析,1-3年
0,0,1,"科技园,深圳湾,南山医院",深圳,深圳市大疆创新科技有限公司,21775,"朝阳行业,丰厚薪资待遇,年终发车,扁平管理",i/image3/M00/15/FC/CgpOIFpyw7qASEOJAACCJ6iqYFc65.jpeg,DJI大疆创新,2000人以上,2018-12-17 16:21:33,0,南山区,本科,,未融资,产品|需求|项目类,2018-12-17,,,threeDays,"移动互联网,硬件",,0,全职,1545618355000,22.536797,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.952222,0,,"大平台,福利好,机会多,前景广",4948872,商业,数据分析师,,10885112,0,7,15k-25k,0,数据分析,商业,深大,2号线/蛇口线,数据分析,3-5年
0,0,1,"前海,南头,科技园",深圳,腾讯科技(深圳)有限公司,451,"免费班车,成长空间,年度旅游,岗位晋升",image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg,腾讯,2000人以上,2018-12-24 07:36:40,0,南山区,本科,,上市公司,开发|测试|运维类,2天前发布,,"免费班车,年轻团队,学习机会,mac办公,定期团建,开工利是红包",today,"移动互联网 ,游戏","教育,电商,数据库开发,数据挖掘,MySQL",0,全职,1545806943000,22.540582,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.933759,0,,风口行业 在线教育 福利待遇好,5321926,"教育,电商,数据库开发,数据挖掘,MySQL",数据分析高级工程师,,3309774,2,100,20k-40k,0,数据开发,"数据库开发,数据挖掘,MySQL",桃园,1号线/罗宝线,数据分析,5-10年
0,0,1,"科技园,南山医院,大冲",深圳,健康元药业集团股份有限公司,45711,"年底双薪,节日礼物,带薪年假,岗位晋升",image1/M00/12/A5/CgYXBlUD_K2AakvbAACs64hK3oQ629.png,健康元,2000人以上,2018-12-20 09:31:34,0,南山区,硕士,,上市公司,运营|编辑|客服类,2018-12-20,,,today,医疗健康,,0,全职,1545788436000,22.55665,,113.94452,0,,双休 住房补 交通补 餐补 双薪 年终奖,5379055,,数据分析师,,878471,2,60,10k-20k,0,运营,,,,数据运营,不限
0,0,1,"上梅林,莲花北村",深圳,深圳依时货拉拉科技有限公司,41178,"技能培训,专项奖金,绩效奖金,扁平管理",image1/M00/00/66/Cgo8PFTUXWSACW7OAACKSYYZpsc111.png,货拉拉,2000人以上,2018-12-24 19:50:12,0,福田区,本科,,C轮,开发|测试|运维类,2天前发布,,,today,"移动互联网,O2O","物流,移动互联网",0,全职,1545804866000,22.569077,4号线/龙华线_莲花北;4号线/龙华线_上梅林;9号线_梅村;9号线_上梅林;9号线_孖岭,114.059631,0,,"货拉拉,互联网公司",5061208,"物流,移动互联网",高级数据分析工程师(J11469),,765920,4,13,20k-40k,0,数据开发,,孖岭,4号线/龙华线,数据分析,3-5年
0,0,1,"白石洲,大冲,科技园",深圳,智言科技(深圳)有限公司,164895,"年底双薪,绩效奖金,通讯津贴,扁平管理",i/image2/M00/4D/32/CgotOVr8D5mAAWj4AADj0KOQvAQ112.png,智言科技,50-150人,2018-12-24 14:02:01,0,南山区,本科,,A轮,开发|测试|运维类,2天前发布,,,disabled,"数据服务,其他",,0,全职,1545802526000,22.538684,1号线/罗宝线_白石洲;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.957429,0,,大牛团队，发展空前大，薪酬福利好,5330202,数据挖掘,数据分析师,,7971928,1,68,10k-20k,0,数据开发,数据挖掘,深大,1号线/罗宝线,数据分析,1-3年
0,0,1,"后海,深圳湾,科技园",深圳,深圳市小赢科技有限责任公司,24587,"五险一金,两餐补助,超低息员工贷,年底奖金",i/image2/M01/B1/68/CgoB5lv-WkSAH5NIAAAHsuZjfIw784.png,小赢科技,500-2000人,2018-12-21 14:18:09,0,南山区,本科,,上市公司,产品|需求|项目类,2018-12-21,,,today,金融,理财,0,全职,1545803636000,22.519682,2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.94225,0,,五险一金、午餐补助、舒适环境、弹性工作制,4311580,理财,高级数据分析师,,292652,1,67,20k-35k,0,产品经理,,登良,2号线/蛇口线,其他产品经理,3-5年
0,0,1,"莲花二村,莲花一村,岗厦",深圳,平安证券股份有限公司,164,"技能培训,年度旅游,岗位晋升,管理规范",image2/M00/05/C9/CgpzWlX36SmAVG1NAABm7RfF_o4083.png,平安证券,2000人以上,2018-12-24 00:00:04,0,福田区,本科,,上市公司,开发|测试|运维类,2天前发布,,,disabled,金融,"大数据,数据挖掘",0,全职,1545100651000,22.548153,2号线/蛇口线_莲花西;2号线/蛇口线_福田;2号线/蛇口线_市民中心;2号线/蛇口线_岗厦北;4号线/龙华线_市民中心;4号线/龙华线_少年宫;4号线/龙华线_莲花北;3号线/龙岗线_福田;3号线/龙岗线_少年宫;3号线/龙岗线_莲花村;11号线/机场线_福田,114.063599,0,,平台大,4788187,"大数据,数据挖掘",数据分析师,,6695820,0,0,15k-30k,0,数据开发,数据挖掘,少年宫,2号线/蛇口线,数据分析,不限
0,0,1,"车公庙,香蜜湖",深圳,深圳市客路网络科技有限公司,28121,"零食水果供应,带薪年假,绩效奖金,扁平管理",i/image/M00/00/AD/Cgp3O1ZSwWuATjtNAAAfDHrmDjo001.png,KLOOK 客路旅行,500-2000人,2018-12-24 10:11:03,0,福田区,本科,,D轮及以上,产品|需求|项目类,2天前发布,,,today,"移动互联网,旅游",,0,全职,1545806777000,22.53334989,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙,114.03006011,0,,国际化平台+飞速发展+技术大牛+丰厚薪资,1928953,,数据分析,,366796,1,100,10k-20k,0,数据分析,,农林,7号线,数据分析,1-3年
0,0,1,"前海,南头,科技园",深圳,腾讯科技(深圳)有限公司,451,"免费班车,成长空间,年度旅游,岗位晋升",image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg,腾讯,2000人以上,2018-12-24 07:36:39,0,南山区,本科,,上市公司,开发|测试|运维类,2天前发布,,"免费班车,年轻团队,学习机会,mac办公,定期团建,开工利是红包",today,"移动互联网 ,游戏",,0,全职,1545806943000,22.540822,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.934457,0,,腾讯平台 福利待遇好 技术成长,5431740,"Hadoop,Spark,数据挖掘",数据分析高级工程师,,3309774,2,100,20k-40k,0,数据开发,"Hadoop,Spark,数据挖掘",桃园,1号线/罗宝线,数据分析,3-5年
0,0,1,"南山医院,科技园,南头",深圳,深圳市财宝网络技术服务有限公司,40531,"年底双薪,节日礼物,绩效奖金,年度旅游",image1/M00/00/64/CgYXBlTUXVuAP3p_AABNsOQF7uQ900.png,财宝,150-500人,2018-12-20 09:19:25,0,南山区,本科,,不需要融资,开发|测试|运维类,2018-12-20,,,today,"移动互联网,金融",,0,全职,1545787595000,22.54097,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.93418,0,,"五险一金,带薪年假,节日福利,年底双薪",4950973,"MySQL,数据挖掘,数据架构",数据分析师,,9265583,1,9,4k-6k,0,数据开发,"MySQL,数据挖掘,数据架构",桃园,1号线/罗宝线,数据分析,1-3年
0,0,1,,深圳,顺丰速运有限公司,210133,"年底双薪,绩效奖金,带薪年假,午餐补助",i/image/M00/38/83/CgpEMllDQSKAARc8AAHNwrMNgpQ604.png,顺丰速运,2000人以上,2018-12-17 10:22:18,0,南山区,本科,,上市公司,产品|需求|项目类,2018-12-17,,,today,生活服务,物流,0,全职,1545788183000,22.524499,2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.940213,0,,上市公司,5361807,物流,中级数据分析师,,8093858,4,1,15k-25k,0,数据分析,,科苑,2号线/蛇口线,数据分析,1-3年
0,0,1,"深圳湾,蛇口,后海",深圳,深圳市前海数据服务有限公司,102580,"免费班车,股票期权,带薪年假,绩效奖金",i/image/M00/05/DD/CgqKkVbL0geAXXz2AAAwe58soSE421.jpg,前海数据,15-50人,2018-12-17 11:35:09,0,南山区,本科,,不需要融资,产品|需求|项目类,2018-12-17,,,threeDays,数据服务,,0,全职,1545720782000,22.502665,2号线/蛇口线_湾厦;2号线/蛇口线_海月;2号线/蛇口线_登良,113.942584,0,,"大数据领域,股东背景,互联网产品,工作餐",4248912,,数据分析师,,2961863,0,0,10k-15k,0,数据分析,,海月,2号线/蛇口线,数据分析,3-5年
0,0,1,"科技园,前海,南头",深圳,亿达信息技术（深圳）有限公司,168557,,i/image/M00/91/41/Cgp3O1iX5ryAG-T-AAAOmZ4LcU4462.png,YIDATEC,2000人以上,2018-12-12 17:13:50,0,南山区,大专,,不需要融资,产品|需求|项目类,2018-12-12,,"购买社保,免费休闲游,试用期上公积金,免费下午茶,免费体检,一年多次调薪,6险1金",disabled,"移动互联网,游戏","广告营销,SPSS",0,全职,1545700375000,22.540534,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.933755,0,,"地铁周边,福利待遇好",4370848,"广告营销,SPSS",数据分析,,7082393,0,0,7k-9k,0,数据分析,SPSS,桃园,1号线/罗宝线,数据分析,1-3年
0,0,1,,深圳,招商证券股份有限公司,67217,"全牌照券商,双A级,上市公司,优质培训体系",image1/M00/23/14/CgYXBlVHFbGAIjB7AABHqErvGLA347.jpg,招商证券信息技术中心,2000人以上,2018-12-05 07:55:46,0,南山区,不限,,上市公司,开发|测试|运维类,2018-12-05,,,disabled,"招聘,其他","大数据,数据挖掘",0,全职,1545808099000,22.530488,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.948829,0,,"金融,管理",5337168,"大数据,数据挖掘",中高级数据分析师,,2193534,1,82,25k-45k,0,数据开发,数据挖掘,深大,2号线/蛇口线,数据分析,3-5年
0,0,1,"新安,翻身路",深圳,维沃移动通信有限公司,19875,"年终分红,带薪年假,年度旅游,岗位晋升",image1/M00/00/25/Cgo8PFTUWH-Ab57wAABKOdLbNuw116.png,vivo,2000人以上,2018-12-17 19:00:01,0,宝安区,本科,,未融资,产品|需求|项目类,2018-12-17,,,today,移动互联网,"移动互联网,通信/网络设备",0,全职,1545796434000,22.551716,1号线/罗宝线_新安;1号线/罗宝线_宝安中心;1号线/罗宝线_宝体;5号线/环中线_临海;5号线/环中线_宝华;5号线/环中线_宝安中心;5号线/环中线_翻身;11号线/机场线_宝安,113.88742,0,,丰厚年终奖，发展机会大，工作环境好,5431604,"移动互联网,通信/网络设备",数据分析师,,4036782,0,0,25k-40k,0,数据分析,,宝安中心,5号线/环中线,数据分析,3-5年
